,CollegeID,Library_20_21,Library_19_20,Library_18_19,Lab_20_21,Lab_19_20,Lab_18_19,Workshops_20_21,Workshops_19_20,Workshops_18_19,Others_20_21,Others_19_20,Others_18_19,TOTAL,AVG
0,IR-E-U-0013.pdf,36056910,40545561,23603964,382919465,523236444,239325895,218597,1941362,1993879,75066897,303365777,343185001,1971459752,657153250.7
1,IR-E-C-36926.pdf,365937,7516429,1884943,18235141,40156739,101555520,8891703,31515762,21388973,565659,3894346,448519,236419671,78806557
2,IR-E-U-0395.pdf,71642098,15431762,17781381,234332902,240406581,52337601,16848635,7038245,8475837,304585844,25208644,44045159,1038134689,346044896.3
3,IR-E-U-0099.pdf,48661000,13183631,5452342,2211264,1128000,1887917,951239,0,0,1574322,287917,1117229,76454861,25484953.67
4,IR-E-U-0146.pdf,16746738,16743182,15466345,15196722,24522500,35710745,0,0,0,54966881,108410118,69127421,356890652,118963550.7
5,IR-E-U-0056.pdf,1467843,5378394,3990902,14288546,5032551,2146952,6815043,0,5856009,9860056,4730209,5987205,65553710,21851236.67
6,IR-E-U-0092.pdf,39910793,37946981,37918556,51971669,43714242,32525073,84469,1822579,0,44697920,46716884,109328594,446637760,148879253.3
