,CollegeID,UG4_2021,UG4_2020,UG4_2019,UG4_2018,UG4_2017,UG4_2016,PG2_2021,PG2_2020,PG2_2019,PG2_2018,PG2_2017,PG2_2016,PG3_2021,PG3_2020,PG3_2019,PG3_2018,PG3_2017,PG3_2016,NT
0,IR0E0U00013.pdf,425,317,294,285,0,0,296,186,0,0,0,0,36,52,41,0,0,0,1932
1,IR0E0C036926.pdf,425,317,294,285,0,0,296,186,0,0,0,0,0,60,60,0,0,0,1923
2,IR0E0U00395.pdf,1320,1260,1260,1200,0,0,210,234,0,0,0,0,60,65,0,0,0,0,5609
3,IR0E0U00099.pdf,490,352,247,180,0,0,176,154,0,0,0,0,68,60,60,0,0,0,1787
4,IR0E0U00146.pdf,367,180,180,180,0,0,146,79,0,0,0,0,0,71,60,0,0,0,1263
5,IR0E0U00056.pdf,946,946,840,840,0,0,162,162,0,0,0,0,0,45,45,0,0,0,3986
6,IR0E0U00092.pdf,366,361,315,286,0,0,255,145,0,0,0,0,19,17,15,0,0,0,1779
